127.0.0.1 - - [26/Jan/2024:09:36:33 +0900] "GET / HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:13:08 +0900] "GET /WebMarket/addProduct.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:13:09 +0900] "GET /WebMarket/member/login.jsp HTTP/1.1" 200 2742
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:13:09 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:13:10 +0900] "GET /WebMarket/member/welcome.jsp HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:13:13 +0900] "GET /WebMarket/member/addProduct.jsp HTTP/1.1" 404 817
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:13:49 +0900] "GET /WebMarket/addProduct.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:13:51 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 1994
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:13:52 +0900] "GET /WebMarket/products.jsp HTTP/1.1" 200 2847
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:13:53 +0900] "GET /WebMarket/addProduct.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:30 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2205
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:32 +0900] "GET /webMarket/products.jsp HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:36 +0900] "GET /webMarket/addProduct.jsp HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:42 +0900] "GET /WebMarket/products.jsp HTTP/1.1" 200 3058
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:44 +0900] "GET /WebMarket/product.jsp?id=P1234 HTTP/1.1" 200 3278
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:44 +0900] "GET /WebMarket/resources/css/bootstrap.min.css HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:46 +0900] "POST /WebMarket/addCart.jsp?id=P1234 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:46 +0900] "GET /WebMarket/product.jsp?id=P1234 HTTP/1.1" 200 3278
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:46 +0900] "GET /WebMarket/resources/css/bootstrap.min.css HTTP/1.1" 404 860
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:17:48 +0900] "GET /webMarket/welcome.jsp HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:18:37 +0900] "GET /WebMarket/products.jsp HTTP/1.1" 200 3058
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:18:45 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2205
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:18:48 +0900] "GET /webMarket/products.jsp HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:19:52 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2205
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:19:54 +0900] "GET /WebMarket/products.jsp HTTP/1.1" 200 3058
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:19:57 +0900] "GET /WebMarket/addProduct.jsp HTTP/1.1" 200 5353
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:19:58 +0900] "GET /WebMarket/member/login.jsp HTTP/1.1" 200 2953
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:19:58 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:19:59 +0900] "GET /WebMarket/addProduct.jsp HTTP/1.1" 200 5353
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:00 +0900] "GET /WebMarket/products.jsp HTTP/1.1" 200 3058
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:01 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2204
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:11 +0900] "GET /WebMarket/products.jsp HTTP/1.1" 200 3058
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:13 +0900] "GET /WebMarket/addProduct.jsp HTTP/1.1" 200 5353
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:15 +0900] "GET /WebMarket/member/login.jsp HTTP/1.1" 200 2953
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:15 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:29 +0900] "GET /WebMarket/products.jsp HTTP/1.1" 200 3058
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:30 +0900] "GET /WebMarket/addProduct.jsp HTTP/1.1" 200 5353
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:31 +0900] "GET /WebMarket/member/login.jsp HTTP/1.1" 200 2953
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:20:31 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:21:14 +0900] "GET /WebMarket/member/join.jsp HTTP/1.1" 200 3571
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:21:14 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:22:13 +0900] "POST /WebMarket/member/processJoin.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:22:13 +0900] "GET /WebMarket/member/login.jsp HTTP/1.1" 200 2953
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:22:13 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:24:01 +0900] "GET /WebMarket/member/join.jsp HTTP/1.1" 200 3571
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:24:02 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:34:53 +0900] "GET /WebMarket/member/join.jsp HTTP/1.1" 200 3737
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:34:53 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:34:59 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:43:15 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 500 4984
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:43:18 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:43:21 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 500 4984
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:43:22 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:45:16 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:45:16 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:46:00 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2370
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:46:03 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 2192
0:0:0:0:0:0:0:1 - - [26/Jan/2024:14:46:03 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:24:12 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2371
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:24:14 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2371
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:24:17 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2371
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:24:23 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 3406
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:24:23 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:26:58 +0900] "GET /WebMarket/member/login.jsp HTTP/1.1" 200 3119
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:26:58 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:27:01 +0900] "GET /WebMarket/member/join.jsp HTTP/1.1" 200 3737
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:27:01 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:27:35 +0900] "POST /WebMarket/member/processJoin.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:27:35 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2371
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:27:44 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 3606
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:27:44 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:33:04 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4701
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:33:04 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:33:25 +0900] "GET /WebMarket/member/delete.jsp HTTP/1.1" 404 813
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:33:29 +0900] "GET /WebMarket/member/modify.jsp HTTP/1.1" 404 813
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:34:23 +0900] "GET /WebMarket/member/modify.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:34:27 +0900] "GET /WebMarket/member/delete.jsp HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:39:30 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:39:30 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:39:47 +0900] "GET /WebMarket/member/delete.jsp?number=2 HTTP/1.1" 200 128
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:20 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2371
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:22 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2371
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:24 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:24 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:28 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:28 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:29 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:29 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:29 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:30 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:30 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:30 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:54 +0900] "GET /WebMarket/welcome.jsp HTTP/1.1" 200 2371
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:57 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:40:57 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:41 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:41 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:42 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:42 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:42 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:42 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:44 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:44 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:44 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:44 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:45 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:45 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:45 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:45 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:45 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:45 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:47 +0900] "GET /WebMarket/member/delete.jsp?number=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:47 +0900] "GET /WebMarket/member/memberInfo.jsp HTTP/1.1" 200 4063
0:0:0:0:0:0:0:1 - - [26/Jan/2024:15:54:47 +0900] "GET /WebMarket/member/css/bootstrap.min.css HTTP/1.1" 404 857
